m,y,locality,seg_phos,seg_psize,seg_pet,seg_mat,seg_decs,US_RockPhos,USCalcium,native.bio,exotic.bio
8.0,2009,Unnamed swamp Rawhitiroa,4.69,1.0,919.71,118.74,2335.84,4.336,2.0,0,1
10.0,2009,Unnamed swamp Rawhitiroa,5.0,1.0,926.06,119.39,2336.72,5.0,2.0,0,1
12.0,2009,Awahou Stream,1.99,5.0,911.78,121.9,2327.92,1.662,1.331,1,0
9.0,2009,Kerikeri Inlet tributary,1.0,1.0,1124.39,154.22,2352.13,1.0,1.436,0,0
9.0,2009,Kerikeri Inlet tributary,1.0,1.0,1117.69,153.7,2351.07,1.0,1.354,0,0
9.0,2009,Kerikeri Inlet tributary,1.0,1.0,1117.69,153.7,2351.07,1.0,1.354,0,0
9.0,2009,Kerikeri Inlet tributary,1.0,1.0,1105.85,152.91,2349.45,1.0,1.269,0,0
2.0,2010,Mangere Stream tributary,1.06,1.0,1027.54,143.11,2336.43,1.054,1.054,3,0
2.0,2010,Waiarohia Stream tributary,1.0,1.0,994.26,138.66,2334.93,1.0,1.0,3,0
3.0,2010,Waiotemarama Stream,3.71,4.72,962.37,138.35,2337.5,3.747,1.0,6,0
9.0,2010,Waitangi River wetland,3.78,5.0,1003.54,143.0,2340.0,3.868,1.0,1,0
9.0,2010,Waitangi Forest wetland,3.55,4.29,1130.51,155.7,2352.03,3.485,1.363,0,0
9.0,2010,Waitangi Forest wetland,1.54,1.71,1129.42,155.21,2352.28,1.897,1.645,0,0
9.0,2010,Waitangi Forest wetland,1.0,1.0,1117.69,153.7,2351.07,1.0,1.354,1,0
9.0,2010,Waitangi Forest wetland,1.21,1.28,1116.57,153.75,2350.74,1.433,1.423,0,0
9.0,2010,Lake Omapere tributary wetland,2.93,4.85,990.91,142.86,2338.0,2.623,1.469,0,0
9.0,2010,Lake Omapere,2.98,3.95,1002.3,142.99,2340.0,3.118,1.19,0,0
9.0,2010,Waiwhakangarongaro Stream tributary,3.6,5.0,1081.92,148.52,2348.42,3.564,1.0,0,0
9.0,2010,Unnamed wetland,1.0,1.0,1004.42,142.21,2340.23,1.0,1.0,0,0
1.0,2008,Oruakertaki Stream,2.0,1.0,1019.7,123.19,2277.89,2.0,2.0,2,0
1.0,2008,Oruakertaki Stream,2.0,1.0,1019.7,123.19,2277.89,2.0,2.0,2,1
2.0,2008,Oruakertaki Stream,2.0,1.0,1019.7,123.19,2277.89,2.0,2.0,3,1
1.0,2008,Oruakertaki Stream tributary,2.0,1.0,996.41,119.46,2278.53,1.972,1.972,3,1
1.0,2008,Oruakertaki Stream tributary,2.0,1.0,996.41,119.46,2278.53,1.972,1.972,3,1
2.0,2008,Oruakeretaki Stream tributary,2.0,1.0,996.41,119.46,2278.53,1.972,1.972,5,2
1.0,2008,Raparapawai Stream,2.05,1.19,971.01,118.09,2275.1,1.395,1.371,2,1
1.0,2008,Raparapawai Stream,2.05,1.19,971.01,118.09,2275.1,1.395,1.371,2,1
2.0,2008,Raparapawai Stream,2.05,1.19,971.01,118.09,2275.1,1.395,1.371,2,1
1.0,2008,Raparapawai Stream,2.01,1.13,992.04,124.27,2272.98,1.709,1.655,2,0
1.0,2008,Raparapawai Stream,2.01,1.13,992.04,124.27,2272.98,1.709,1.655,2,1
2.0,2008,Raparapawai Stream,2.01,1.13,992.04,124.27,2272.98,1.709,1.655,3,1
1.0,2008,Raparapawai Stream,1.51,2.96,975.77,124.42,2270.79,1.689,1.642,2,0
1.0,2008,Raparapawai Stream,1.51,2.96,975.77,124.42,2270.79,1.689,1.642,3,1
2.0,2008,Raparapawai Stream,1.51,2.96,975.77,124.42,2270.79,1.689,1.642,3,0
3.0,2008,Esk River tributary,1.0,2.0,1037.67,90.56,2355.1,1.0,1.0,0,1
2.0,2008,Piako River,1.31,1.31,1078.71,139.45,2356.13,1.313,1.313,1,0
2.0,2008,Piako River,1.96,1.96,1082.03,139.94,2357.0,1.961,1.961,3,0
2.0,2008,Piako River,1.31,1.31,1078.71,139.45,2356.13,1.313,1.313,2,1
3.0,2008,Mangauika Stream,2.22,2.51,915.51,122.94,2326.54,2.833,1.019,2,1
4.0,2008,Kapuni Stream,3.78,1.41,988.74,126.09,2342.8,4.696,2.071,0,1
4.0,2008,Kapuni Stream,4.11,1.3,972.37,122.58,2343.46,4.701,2.067,2,0
4.0,2008,Kapuni Stream,4.11,1.3,972.37,122.58,2343.46,4.701,2.067,1,0
4.0,2008,Kapuni Stream,4.11,1.3,972.37,122.58,2343.46,4.701,2.067,1,0
4.0,2008,Kapuni Stream,4.11,1.3,972.37,122.58,2343.46,4.701,2.067,3,0
4.0,2008,Kapuni Stream,4.11,1.3,972.37,122.58,2343.46,4.701,2.067,3,0
4.0,2008,Kapuni Stream,2.86,1.71,998.0,127.0,2343.0,4.667,2.111,2,1
1.0,2008,Maitai River,2.65,2.18,1194.5,123.67,2398.18,2.679,1.979,4,0
1.0,2008,Maitai River,2.65,2.18,1194.5,123.67,2398.18,2.679,1.979,3,0
1.0,2008,The Brook,2.06,2.47,1185.82,122.89,2397.08,2.027,1.71,3,1
1.0,2008,The Brook,1.85,2.58,1176.19,121.98,2395.9,1.955,2.0,3,0
1.0,2008,The Brook,1.84,2.58,1158.74,120.01,2393.83,1.844,2.0,3,0
1.0,2008,The Brook,1.64,2.99,1149.18,118.87,2392.07,1.594,2.0,3,1
1.0,2008,The Brook,1.11,3.14,1138.16,117.62,2390.49,1.087,2.0,3,0
1.0,2008,The Brook,1.0,3.95,1105.08,113.58,2387.29,1.0,1.952,4,1
1.0,2008,The Brook,1.0,3.95,1105.08,113.58,2387.29,1.0,1.952,4,0
1.0,2008,The Brook,1.0,3.95,1105.08,113.58,2387.29,1.0,1.952,2,0
1.0,2008,The Brook,1.0,3.95,1105.08,113.58,2387.29,1.0,1.952,4,0
1.0,2008,The Brook tributary,1.0,4.0,1038.05,104.98,2378.43,1.0,2.0,2,0
1.0,2008,The Brook,1.0,4.0,972.9,96.77,2371.97,1.0,2.0,2,0
10.0,2008,Maitai River,1.83,1.22,1198.43,124.0,2399.0,2.372,1.581,6,2
1.0,2008,Maitai River,2.65,2.18,1194.5,123.67,2398.18,2.679,1.979,5,1
1.0,2008,Maitai River,2.22,2.39,1177.56,121.92,2395.98,1.37,2.0,2,1
1.0,2008,Maitai River,1.75,2.63,1176.52,121.85,2395.72,1.216,2.0,3,0
1.0,2008,Maitai River,1.34,2.83,1147.34,118.61,2391.57,1.209,2.0,3,0
1.0,2008,Maitai River,2.08,2.46,1180.15,122.69,2395.0,1.043,2.0,3,0
1.0,2008,Maitai River,1.44,3.37,1152.61,119.4,2392.5,1.492,2.0,3,0
1.0,2008,Maitai River,1.0,4.0,1166.53,121.28,2394.67,1.0,2.0,2,1
1.0,2008,Maitai River,1.0,4.0,1124.06,115.82,2389.48,1.0,2.0,3,0
1.0,2008,Maitai River,1.0,4.0,1124.06,115.82,2389.48,1.0,2.0,2,0
1.0,2008,Maitai River,1.02,3.98,1096.73,112.41,2386.02,1.138,2.0,2,1
1.0,2008,Maitai River,1.8,3.2,1128.79,116.71,2389.3,1.314,2.0,2,0
1.0,2008,Maitai River,1.51,3.49,1111.84,114.79,2387.32,1.157,2.0,1,1
1.0,2008,Maitai River,1.51,3.49,1111.84,114.79,2387.32,1.157,2.0,3,1
1.0,2008,Maitai River North Branch,1.0,4.0,1116.4,116.08,2387.72,1.392,1.805,1,0
1.0,2008,Maitai River South Branch,1.0,4.0,1108.07,114.61,2386.77,1.0,2.0,3,1
1.0,2008,Maitai River South Branch,1.0,4.0,1097.37,113.25,2385.34,1.0,2.0,2,1
1.0,2008,Maitai River South Branch,1.0,4.0,1096.21,113.37,2385.24,1.0,2.0,2,0
1.0,2008,Maitai River South Branch,1.0,4.0,1073.25,110.03,2382.88,1.0,1.645,2,1
1.0,2008,Sclanders Creek,1.0,4.0,1036.33,104.77,2379.43,1.0,1.879,1,1
1.0,2008,Maitai River South Branch,1.0,4.0,1041.58,105.61,2380.24,1.0,1.315,3,0
3.0,2008,Maitai River,1.0,4.0,1124.06,115.82,2389.48,1.0,2.0,2,0
1.0,2008,Wakapuaka River,2.58,3.67,1102.96,119.0,2381.19,3.275,2.0,4,2
1.0,2008,Wakapuaka River,2.58,3.67,1102.96,119.0,2381.19,3.275,2.0,6,2
1.0,2008,Wakapuaka River,3.11,3.74,1117.93,121.01,2383.0,3.211,2.0,4,0
1.0,2008,Wakapuaka River,1.21,3.0,1122.56,121.41,2383.64,1.571,2.0,4,1
1.0,2008,Wakapuaka River,1.6,3.18,1120.79,120.95,2383.65,1.505,2.0,4,1
2.0,2008,Wakapuaka River,1.69,3.55,1130.38,122.01,2385.39,3.351,2.0,3,1
2.0,2008,Wakapuaka River,3.66,4.04,1136.4,122.57,2386.75,3.143,2.0,3,1
2.0,2008,Wakapuaka River,3.96,3.0,1141.43,123.0,2387.0,3.821,2.0,3,2
2.0,2008,Wakapuaka River,2.71,3.18,1140.39,121.6,2387.49,2.532,2.0,1,1
2.0,2008,Wakapuaka River,1.38,3.87,1125.44,119.75,2386.31,1.439,2.0,2,1
2.0,2008,Wakapuaka River,1.0,4.0,1113.2,118.25,2384.67,1.0,2.0,1,0
2.0,2008,Wakapuaka River,1.0,4.0,1113.2,118.25,2384.67,1.0,2.0,2,1
3.0,2008,Slater Creek,1.61,4.0,1075.19,113.11,2379.77,1.561,1.72,1,0
3.0,2008,Wakapuaka River tributary,1.09,4.0,1022.06,107.28,2373.2,1.078,1.961,1,0
2.0,2008,Lud River,2.71,3.18,1140.39,121.6,2387.49,2.532,2.0,2,0
2.0,2008,Lud River,1.18,3.94,1134.58,120.55,2386.9,1.059,2.0,4,1
2.0,2008,Lud River,1.61,3.8,1120.56,117.97,2385.91,1.506,2.0,2,1
2.0,2008,Lud River,1.61,3.8,1120.56,117.97,2385.91,1.506,2.0,3,1
2.0,2008,Lud River,1.61,3.8,1120.56,117.97,2385.91,1.506,2.0,3,0
2.0,2008,Lud River,1.45,3.85,1117.35,116.35,2386.0,1.0,2.0,2,0
2.0,2008,Lud River,1.45,3.85,1117.35,116.35,2386.0,1.0,2.0,1,0
2.0,2008,Lud River,1.0,4.0,1136.0,119.64,2388.0,1.159,2.0,3,0
2.0,2008,Lud River tributary,1.19,3.94,1119.88,117.83,2386.6,1.259,2.0,2,0
3.0,2008,Lud River tributary,1.0,4.0,1108.23,116.12,2385.44,1.0,2.0,2,0
3.0,2008,Lud River tributary,1.0,4.0,1104.07,115.21,2385.07,1.0,2.0,1,0
3.0,2008,Lud River tributary,1.0,4.0,1104.07,115.21,2385.07,1.0,2.0,0,0
3.0,2008,Lud River,1.83,3.72,1130.01,118.94,2387.42,2.012,2.0,4,0
3.0,2008,Lud River,1.45,3.85,1117.35,116.35,2386.0,1.0,2.0,3,0
2.0,2008,Wakapuaka River,1.38,3.87,1125.44,119.75,2386.31,1.439,2.0,1,1
2.0,2008,Teal River,1.0,4.0,1124.71,119.27,2386.42,1.0,2.0,1,1
2.0,2008,Teal River,1.0,4.0,1112.33,117.24,2384.89,1.0,2.0,2,0
2.0,2008,Teal River,1.0,4.0,1112.33,117.24,2384.89,1.0,2.0,2,1
3.0,2008,Teal River,1.0,4.0,1112.33,117.24,2384.89,1.0,2.0,2,0
3.0,2008,Teal River,1.0,4.0,1096.83,114.68,2383.72,1.0,2.0,1,0
3.0,2008,Teal River,1.0,4.0,1096.83,114.68,2383.72,1.0,2.0,3,1
3.0,2008,Teal River,1.0,4.0,1068.36,110.14,2380.73,1.0,2.0,2,1
2.0,2008,Orphanage Stream,2.3,2.7,1186.63,124.82,2396.13,2.003,1.856,4,0
2.0,2008,Orphanage Stream,2.3,2.7,1186.63,124.82,2396.13,2.003,1.856,4,0
2.0,2008,Orphanage Stream,2.0,3.0,1187.17,124.94,2396.0,1.763,1.763,4,0
2.0,2008,Orphanage Stream,1.76,3.0,1174.08,123.43,2395.37,1.74,1.74,2,0
2.0,2008,Orphanage Stream,1.76,3.0,1174.08,123.43,2395.37,1.74,1.74,3,0
2.0,2008,Orphanage Stream,1.76,3.0,1174.08,123.43,2395.37,1.74,1.74,5,0
2.0,2008,Orphanage Stream,1.76,3.0,1174.08,123.43,2395.37,1.74,1.74,1,0
2.0,2008,Orphanage Stream,1.76,3.0,1174.08,123.43,2395.37,1.74,1.74,2,0
2.0,2008,Orphanage Stream tributary,1.05,3.59,1089.5,112.25,2386.07,1.059,1.633,1,0
2.0,2008,Orphanage Stream tributary,1.05,3.59,1089.5,112.25,2386.07,1.059,1.633,1,0
2.0,2008,Orphanage Stream tributary,1.05,3.59,1089.5,112.25,2386.07,1.059,1.633,1,0
2.0,2008,Orphanage Stream tributary,1.05,3.59,1089.5,112.25,2386.07,1.059,1.633,2,0
2.0,2008,Orphanage Stream tributary,1.41,3.0,1152.59,120.85,2392.97,1.438,1.438,4,0
2.0,2008,Orphanage Stream tributary,1.9,3.0,1168.04,122.61,2394.5,1.744,1.744,4,0
2.0,2008,Orphanage Stream tributary,1.02,3.76,1151.52,120.55,2392.38,1.0,2.084,1,0
2.0,2008,Orphanage Stream tributary,1.25,3.19,1155.87,121.1,2392.93,1.236,1.574,2,0
2.0,2008,Orphanage Stream tributary,1.25,3.19,1155.87,121.1,2392.93,1.236,1.574,2,0
3.0,2008,Jenkins Creek,3.0,2.0,1183.68,124.11,2397.67,3.0,2.0,2,0
3.0,2008,Jenkins Creek,1.86,2.61,1179.34,123.36,2396.39,1.916,1.5,2,0
3.0,2008,Jenkins Creek,1.86,2.61,1179.34,123.36,2396.39,1.916,1.5,2,0
3.0,2008,Jenkins Creek,1.86,2.61,1179.34,123.36,2396.39,1.916,1.5,5,0
3.0,2008,Jenkins Creek,1.86,2.61,1179.34,123.36,2396.39,1.916,1.5,6,0
3.0,2008,Jenkins Creek tributary,1.69,2.8,1173.45,122.95,2395.87,1.723,1.516,3,0
3.0,2008,Jenkins Creek,1.86,2.61,1179.34,123.36,2396.39,1.916,1.5,4,0
3.0,2008,Jenkins Creek,1.86,2.61,1179.34,123.36,2396.39,1.916,1.5,2,0
3.0,2008,Jenkins Creek,1.0,3.0,1155.15,120.51,2393.14,1.0,1.0,3,0
3.0,2008,Jenkins Creek,1.0,3.0,1155.15,120.51,2393.14,1.0,1.0,2,0
3.0,2008,Jenkins Creek,1.0,3.0,1155.15,120.51,2393.14,1.0,1.0,3,0
3.0,2008,Jenkins Creek,1.0,3.1,1134.99,118.06,2390.72,1.0,1.088,3,0
3.0,2008,Jenkins Creek,1.0,3.69,1053.12,107.37,2381.32,1.0,1.693,3,0
3.0,2008,Jenkins Creek,1.0,3.69,1053.12,107.37,2381.32,1.0,1.693,2,0
3.0,2008,Jenkins Creek,1.0,3.69,1053.12,107.37,2381.32,1.0,1.693,3,0
2.0,2008,Saxton Creek,2.76,2.24,1188.18,124.92,2395.94,2.799,2.0,3,0
2.0,2008,Saxton Creek,2.76,2.24,1188.18,124.92,2395.94,2.799,2.0,1,0
2.0,2008,Saxton Creek tributary,1.16,3.55,1157.65,121.47,2393.17,1.183,1.936,2,0
4.0,2008,Shag River tributary,3.0,3.47,856.59,72.35,2193.2,3.0,1.166,0,0
4.0,2008,Shag River tributary,3.0,3.47,856.59,72.35,2193.2,3.0,1.166,0,0
4.0,2008,Shag River tributary,3.0,4.0,796.31,65.01,2188.53,3.0,1.0,0,0
4.0,2008,Shag River,3.0,4.0,838.78,70.12,2191.88,3.0,1.0,0,1
4.0,2008,Shag River,3.0,3.47,898.38,77.51,2198.22,3.0,1.028,0,1
4.0,2008,Mangatawhiri River,1.0,3.88,1003.81,130.59,2362.41,1.0,1.0,1,0
4.0,2008,Mangatawhiri River,1.0,3.88,1003.81,130.59,2362.41,1.0,1.0,0,0
4.0,2008,Mangatawhiri River,1.0,3.88,1003.81,130.59,2362.41,1.0,1.0,2,0
4.0,2008,Mangatawhiri River,1.0,3.88,1003.81,130.59,2362.41,1.0,1.0,2,0
4.0,2008,Mangatawhiri River,1.0,3.88,1003.81,130.59,2362.41,1.0,1.0,2,0
4.0,2008,Mangatawhiri River,1.0,4.0,992.61,129.18,2361.0,1.0,1.0,2,0
4.0,2008,Mangatawhiri River,1.0,3.88,1003.81,130.59,2362.41,1.0,1.0,1,0
4.0,2008,Mangatawhiri River,1.0,3.88,1003.81,130.59,2362.41,1.0,1.0,3,0
9.0,2008,Mangarakau Swamp,1.0,2.99,963.41,128.33,2332.42,1.0,1.378,0,1
5.0,2008,Lake Tutira tributary,2.0,4.12,1270.1,126.13,2364.31,2.008,2.758,0,0
2.0,2008,Mangatepopo Stream,2.0,1.0,870.02,105.16,2306.25,2.0,1.0,0,0
2.0,2008,Mangatepopo Stream,2.0,1.0,870.81,104.51,2306.09,2.0,1.0,1,0
3.0,2008,Whakapapa River,1.53,2.88,789.03,95.84,2299.28,1.792,1.0,0,0
3.0,2008,Whakapapa River,1.53,2.88,789.03,95.84,2299.28,1.792,1.0,1,1
3.0,2008,Whakapapa River,1.53,2.88,789.03,95.84,2299.28,1.792,1.0,0,1
5.0,2008,Mangaparo Stream,2.0,1.01,967.75,130.71,2322.98,2.037,2.0,2,1
5.0,2008,Mangaparo Stream,2.0,1.0,957.31,128.99,2322.09,2.044,2.0,1,0
5.0,2008,Mangaparo Stream,2.0,1.0,957.31,128.99,2322.09,2.044,2.0,2,0
2.0,2008,Waitao Stream,1.49,1.51,1185.85,141.94,2377.0,1.225,1.225,5,1
2.0,2008,Waitao Stream,1.87,1.13,1187.32,141.41,2377.21,1.792,1.792,5,1
2.0,2008,Arateka Stream,1.71,1.29,1176.94,141.42,2375.59,1.729,1.729,7,0
2.0,2008,Kaiate Stream,1.41,1.59,1186.1,141.7,2376.67,1.778,1.778,5,1
2.0,2008,Owairoa Stream,2.0,1.0,1023.31,118.12,2359.55,2.0,2.0,1,0
1.0,2008,Whakarongataheke Stream,2.0,1.0,1134.28,129.18,2365.9,1.777,1.759,3,0
2.0,2008,Lake Pakiaka tributary,2.0,1.0,977.65,112.42,2344.77,2.0,2.0,0,0
2.0,2008,Lake Pakiaka tributary,2.0,1.0,977.65,112.42,2344.77,2.0,2.0,0,0
6.0,2008,Gorge Creek tributary,3.0,1.0,883.39,99.0,2140.0,3.0,2.0,1,0
6.0,2008,Gorge Creek tributary,2.09,2.36,875.81,97.92,2138.87,1.259,1.129,0,0
6.0,2008,Gorge Creek tributary,1.0,4.0,859.4,96.48,2135.4,1.0,1.0,0,0
6.0,2008,Upper Narrowdale Stream,1.36,3.64,835.28,94.97,2129.21,1.154,1.077,1,1
6.0,2008,Lower Narrowdale Stream,1.0,4.0,825.34,93.7,2128.53,1.0,1.0,1,1
4.0,2008,Edward Stream tributary,3.87,3.13,1150.96,78.02,2306.93,3.476,1.125,2,0
4.0,2008,Edward Stream tributary,3.87,3.13,1150.96,78.02,2306.93,3.476,1.125,1,0
4.0,2008,Edward Stream tributary,3.87,3.13,1150.96,78.02,2306.93,3.476,1.125,3,0
4.0,2008,Edward Stream tributary,3.87,3.13,1150.96,78.02,2306.93,3.476,1.125,3,0
4.0,2008,Edward Stream tributary,3.87,3.13,1150.96,78.02,2306.93,3.476,1.125,3,0
4.0,2008,Edward Stream tributary,3.38,3.62,1131.88,77.06,2302.23,3.357,1.357,2,0
4.0,2008,Edward Stream tributary,3.38,3.62,1131.88,77.06,2302.23,3.357,1.357,2,0
4.0,2008,Edward Stream tributary,3.38,3.62,1131.88,77.06,2302.23,3.357,1.357,2,0
4.0,2008,Snowy Gorge Creek,3.43,1.69,1112.92,81.64,2300.14,3.483,1.379,2,2
4.0,2008,Ahuriri River,3.97,2.53,1105.47,80.84,2299.27,3.484,1.163,2,1
4.0,2008,Snowy Gorge Creek,3.43,1.69,1112.92,81.64,2300.14,3.483,1.379,1,2
4.0,2008,Fraser Stream tributary,4.0,3.0,1135.48,91.09,2291.02,3.857,1.294,1,1
4.0,2008,Fraser Stream tributary,4.0,1.8,1133.26,92.0,2292.0,3.874,1.38,2,1
4.0,2008,Fraser Stream tributary,4.0,1.8,1133.26,92.0,2292.0,3.874,1.38,3,1
4.0,2008,Fraser Stream tributary,4.0,3.0,1136.03,91.82,2291.56,3.86,1.308,2,0
4.0,2008,Canyon Creek,1.37,1.83,1073.36,78.63,2289.23,2.358,0.792,1,0
4.0,2008,Ahuriri River tributary,1.73,2.31,1051.33,76.15,2286.55,1.757,0.586,1,0
4.0,2008,Ahuriri River tributary,0.12,0.16,1099.11,80.94,2293.95,2.553,0.916,2,0
4.0,2008,Ahuriri River tributary,0.12,0.16,1099.11,80.94,2293.95,2.553,0.916,0,1
4.0,2008,Ahuriri River tributary,0.16,0.21,1096.7,80.87,2293.54,2.573,0.923,1,1
4.0,2008,Ahuriri River tributary,0.16,0.21,1096.7,80.87,2293.54,2.573,0.923,3,1
4.0,2008,Ahuriri River tributary,0.16,0.21,1096.7,80.87,2293.54,2.573,0.923,4,1
4.0,2008,Ahuriri River tributary,1.73,2.31,1051.33,76.15,2286.55,1.757,0.586,1,0
4.0,2008,Clark Creek,3.64,1.34,1136.43,93.97,2287.18,3.636,1.936,1,1
4.0,2008,Clark Creek water race,3.01,2.95,1123.66,91.11,2285.78,3.025,1.377,1,1
4.0,2008,Clark Creek tributary,3.0,3.53,1094.64,86.18,2282.18,3.0,1.169,0,0
4.0,2008,Clark Creek tributary,3.0,1.0,1134.09,93.07,2286.0,3.0,1.486,1,1
4.0,2008,Otamatapaio River,3.66,1.72,1116.37,90.33,2282.88,3.694,1.813,1,1
4.0,2008,Clark Creek water race,3.04,2.65,1134.25,93.17,2287.5,3.053,1.494,1,1
2.0,2008,Waituna Creek,1.0,1.0,791.0,101.0,2130.0,1.0,2.0,2,0
2.0,2008,Moffat Creek,3.0,4.0,794.0,101.0,2128.0,1.505,1.748,3,0
11.0,2008,Tarawera River tributary,4.0,3.0,978.85,112.7,2357.06,4.0,1.0,0,0
11.0,2008,Lake Tarawera tributary,3.94,2.95,1013.98,117.56,2358.09,4.0,1.0,0,0
11.0,2008,Lake Tarawera tributary,2.86,0.95,1023.31,121.16,2357.0,2.953,1.969,0,0
11.0,2008,Lake Tarawera tributary,2.17,1.28,1024.21,119.33,2357.69,2.673,1.904,0,0
4.0,2008,Lake Rotokakahi tributary,1.72,1.28,982.89,112.43,2352.33,1.897,1.897,1,1
4.0,2008,Wairoa Stream,1.71,1.64,1010.29,117.22,2355.81,1.113,0.962,1,1
4.0,2008,Wairua Stream,2.49,1.51,1012.34,118.87,2355.82,2.503,1.871,1,1
6.0,2008,Lake Rotoaira tributary,2.0,1.0,941.54,100.26,2315.12,2.0,1.0,1,1
6.0,2008,Waitekuri River,4.0,5.0,1208.86,143.98,2378.73,3.367,1.789,3,0
6.0,2008,Waitekuri River tributary,4.0,5.0,1167.3,137.58,2374.25,4.0,2.0,2,0
6.0,2008,Waitekuri River tributary,3.85,4.95,1173.63,138.75,2375.04,3.804,1.935,1,0
6.0,2008,Cold Stream,2.0,2.0,799.66,107.61,2328.86,2.0,3.0,0,1
6.0,2008,Cold Stream,2.0,2.0,869.82,116.69,2334.0,2.0,3.0,1,1
6.0,2008,Oaonui Stream,3.25,2.0,940.91,126.6,2336.68,3.947,2.039,1,0
6.0,2008,Oaonui Stream,2.1,2.0,952.69,128.54,2337.65,3.891,2.067,2,0
6.0,2008,Oaonui Stream,2.39,2.0,962.6,130.55,2338.63,3.7,2.161,3,0
6.0,2008,Te Popo Stream,5.0,1.0,790.68,104.34,2330.93,4.998,2.0,1,0
6.0,2008,Waipuku Stream,5.0,1.0,738.32,99.02,2327.41,5.0,2.0,1,1
6.0,2008,Waiaua River tributary,2.0,2.0,860.56,115.93,2332.0,3.619,2.269,0,1
6.0,2008,Waiaua River tributary,2.0,2.0,860.56,115.93,2332.0,3.619,2.269,1,1
6.0,2008,Manganui River,5.0,1.0,941.49,124.26,2342.94,5.0,2.0,1,0
6.0,2008,Manganui River tributary,5.0,1.0,930.49,122.75,2342.15,5.0,2.0,2,1
6.0,2008,Manganui River,5.0,1.0,940.05,124.19,2342.75,4.985,2.0,1,1
6.0,2008,Manganui River,2.73,1.0,921.94,122.36,2341.29,4.538,2.0,1,0
6.0,2008,Manganui River,3.88,1.0,917.63,121.92,2341.0,4.4,2.0,0,1
6.0,2008,Manganui River,3.88,1.0,917.63,121.92,2341.0,4.4,2.0,2,1
7.0,2008,Boundary Creek,3.0,1.0,907.03,95.77,2161.79,3.0,2.0,1,1
2.0,2008,Kakapo Stream,3.89,1.0,1008.29,134.0,2344.93,3.747,2.0,5,0
2.0,2008,Kakapo Stream,3.89,1.0,1008.29,134.0,2344.93,3.747,2.0,5,0
7.0,2008,Oakley Creek tributary,2.84,3.41,1169.87,146.9,2385.03,3.012,1.043,1,1
7.0,2008,Oakley Creek tributary,2.84,3.41,1169.87,146.9,2385.03,3.012,1.043,1,1
7.0,2008,Oakley Creek tributary,2.83,3.16,1173.18,146.82,2385.34,2.752,1.18,1,1
5.0,2008,Oakley Creek,2.83,3.16,1173.18,146.82,2385.34,2.752,1.18,2,1
7.0,2008,Hobson Bay unnamed tributary,2.32,2.97,1214.0,150.5,2387.09,1.917,1.262,1,0
7.0,2008,Hobson Bay unnamed tributary,2.32,2.97,1214.0,150.5,2387.09,1.917,1.262,1,0
2.0,2008,Unnamed Spring Ahuriri River East Branch,4.0,3.0,1132.71,84.61,2303.4,3.251,1.075,1,0
2.0,2008,Unnamed tributary Ribbonwood Creek,3.4,3.6,1056.03,74.22,2292.78,3.4,1.02,1,1
2.0,2008,Ahuriri River East Branch,4.0,3.0,1134.57,85.29,2304.24,3.274,1.076,0,1
2.0,2008,Unnamed Stream Ahuriri River East Branch,3.8,3.2,1100.07,80.15,2298.51,3.371,1.023,0,2
2.0,2008,Ahuriri River East Branch,4.0,3.0,1128.8,84.06,2302.84,3.152,1.09,1,2
2.0,2008,Ahuriri River East Branch,4.0,3.0,1132.74,84.56,2303.06,3.217,1.078,2,2
2.0,2008,Argosy Stream,4.0,5.0,1041.07,129.38,2361.38,4.0,2.0,3,0
2.0,2008,Cook Stream,1.0,4.24,1207.45,144.94,2379.54,1.0,1.0,0,1
2.0,2008,Waiwawa River tributary,3.44,3.88,1147.51,139.21,2373.22,3.582,2.0,3,0
2.0,2008,Cook Stream,1.0,4.24,1207.45,144.94,2379.54,1.0,1.0,2,0
2.0,2008,Huakitoetoe Stream,1.43,1.57,1224.25,146.36,2379.11,3.139,1.713,4,1
2.0,2008,Kopurukaitai Stream,3.2,3.4,1215.48,145.5,2378.67,3.939,2.0,1,0
2.0,2008,Pounui Stream,1.92,1.32,1106.51,129.02,2329.05,1.226,1.31,1,0
3.0,2008,Pahaoa River,1.0,4.0,1212.02,129.04,2340.42,2.42,1.892,4,0
3.0,2008,Pahaoa River tributary,1.0,4.0,1197.16,123.76,2335.64,1.0,1.0,1,0
3.0,2008,Mataikona River tributary,1.49,2.52,1166.84,132.05,2291.78,1.305,1.305,4,0
3.0,2008,Mukamukaiti Stream,1.83,1.5,1116.5,129.08,2334.0,1.035,1.035,1,0
4.0,2008,Motuwaireka Stream,2.72,2.25,1260.05,133.03,2323.12,2.124,1.694,3,0
4.0,2008,Hikurangi Stream,1.5,3.0,962.08,104.46,2295.11,1.481,1.481,1,0
4.0,2008,Mangawharariki River,1.79,3.01,984.81,109.08,2293.21,1.914,1.691,1,0
4.0,2008,Mangawharariki River,2.16,1.63,957.5,105.84,2290.42,2.49,2.0,1,0
4.0,2008,Pourangaki River,1.52,2.94,974.44,107.66,2294.08,1.455,1.455,1,2
4.0,2008,Mangakukeke Stream,1.53,2.88,971.74,106.78,2294.06,1.663,1.663,1,2
4.0,2008,Mangahowhi Stream,1.25,4.02,1123.71,125.88,2324.53,1.177,1.177,4,0
