m,y,locality,seg_phos,seg_psize,seg_pet,seg_mat,seg_decs,US_RockPhos,USCalcium,native.bio,exotic.bio
2.0,2010,Healy Creek,3.0,4.0,863.68,72.0,2202.65,3.0,1.0,1,0
2.0,2010,Kye Burn tributary,3.0,4.0,878.5,73.29,2205.17,3.0,1.0,0,0
2.0,2010,Kye Burn tributary,3.0,4.0,917.2,77.41,2209.89,3.0,1.0,0,0
2.0,2010,Swin Burn tributary,3.88,1.42,962.21,82.38,2214.28,3.256,1.281,0,1
2.0,2010,Swin Burn tributary,3.79,2.09,974.68,83.33,2218.05,3.57,1.834,1,1
2.0,2010,Swin Burn tributary,3.79,2.09,974.68,83.33,2218.05,3.57,1.834,1,1
2.0,2010,Swin Burn tributary,3.79,2.09,974.68,83.33,2218.05,3.57,1.834,1,1
2.0,2010,Kye Burn tributary,4.0,3.0,991.52,84.89,2223.12,4.0,2.0,0,0
2.0,2012,Timber Creek,3.0,4.0,864.4,73.16,2201.97,3.0,1.0,0,1
2.0,2012,Timber Creek,3.0,4.0,864.4,73.16,2201.97,3.0,1.0,1,1
2.0,2012,Timber Creek tributary,3.0,4.0,866.32,73.46,2201.44,3.0,1.0,0,0
2.0,2012,Timber Creek tributary,3.0,4.0,838.75,70.35,2199.68,3.0,1.0,0,0
2.0,2012,Timber Creek,3.0,4.0,837.2,70.28,2199.34,3.0,1.0,1,0
2.0,2012,Timber Creek,3.0,4.0,856.74,72.41,2200.5,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,844.14,70.9,2199.25,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,844.14,70.9,2199.25,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,821.58,67.89,2198.88,3.0,1.0,0,0
2.0,2012,Kye Burn tributary,3.0,4.0,860.47,71.95,2202.74,3.0,1.0,1,0
2.0,2012,Timber Creek tributary,3.0,4.0,860.47,71.95,2202.74,3.0,1.0,1,1
12.0,2011,Swin Burn,3.01,4.41,902.67,75.77,2203.08,3.031,1.031,1,1
5.0,2011,Larne Creek tributary,3.0,3.0,946.11,78.14,2222.5,3.0,1.13,0,1
5.0,2011,Larne Creek,3.0,3.88,846.83,64.66,2216.25,3.0,1.121,0,1
5.0,2011,Swin Burn,3.65,3.82,984.19,85.07,2218.41,3.334,1.232,2,0
5.0,2011,Swin Burn tributary,3.0,4.28,882.89,72.64,2202.53,3.0,1.0,1,1
5.0,2011,Swin Burn tributary,3.0,4.28,882.89,72.64,2202.53,3.0,1.0,1,0
5.0,2011,Swin Burn tributary,3.0,4.06,783.24,61.25,2193.66,3.0,1.0,0,1
5.0,2011,Swin Burn tributary,3.22,4.1,981.42,85.05,2216.92,3.236,1.162,1,0
5.0,2011,Little Kye Burn tributary,3.08,1.98,982.0,80.36,2230.19,3.096,1.986,1,0
5.0,2011,Little Kye Burn,2.92,1.23,993.48,83.35,2229.47,3.042,1.373,1,0
5.0,2011,Little Kye Burn,2.62,1.55,1007.81,85.18,2230.77,3.162,1.852,1,0
5.0,2011,Little Kye Burn tributary,3.0,3.07,939.24,78.05,2220.09,3.0,1.224,0,1
5.0,2011,Little Kye Burn,3.47,3.0,945.49,79.03,2220.0,3.083,1.105,0,1
5.0,2011,Little Kye Burn,3.0,4.0,870.4,70.39,2210.77,3.0,1.0,1,0
5.0,2011,Larne Creek,3.0,3.0,953.51,78.78,2223.08,3.0,1.372,0,1
5.0,2011,Little Kye Burn tributary,3.23,3.61,872.58,70.8,2209.67,3.061,1.109,0,1
5.0,2011,White Sow Creek,3.0,1.37,1043.79,81.82,2262.48,3.0,2.0,0,0
5.0,2011,White Sow Creek tributary,3.0,4.02,1052.05,83.33,2265.55,3.0,1.722,0,0
5.0,2011,White Sow Creek,3.0,1.17,1051.81,84.0,2265.56,3.0,1.916,1,0
10.0,2012,White Sow Creek tributary,3.0,1.29,1051.37,84.0,2266.0,3.0,2.0,0,0
10.0,2012,White Sow Creek tributary,3.0,3.15,1036.75,81.38,2265.35,3.0,2.0,0,0
10.0,2012,Wether Burn tributary,3.08,1.96,1045.74,83.08,2265.79,3.074,2.0,0,0
10.0,2012,Wether Burn tributary,3.0,2.27,1037.02,81.75,2265.0,3.0,2.0,1,0
10.0,2012,Wether Burn tributary,3.0,2.68,1031.26,80.79,2265.0,3.0,2.0,0,0
10.0,2012,Omnibus Creek tributary,3.0,3.0,1023.51,79.21,2264.0,3.0,2.0,0,0
10.0,2012,Wether Burn,3.04,2.19,1047.52,83.67,2265.33,3.034,2.226,1,0
5.0,2012,German Creek,3.09,3.0,930.98,77.76,2216.62,3.076,2.0,0,0
5.0,2012,German Creek tributary,3.0,3.64,879.66,72.25,2209.69,3.0,1.204,1,1
5.0,2012,German Creek tributary,3.0,3.64,879.66,72.25,2209.69,3.0,1.204,0,1
5.0,2012,German Creek tributary,3.0,3.0,946.0,80.0,2218.0,3.032,1.874,1,0
5.0,2012,German Creek,3.0,3.0,946.79,79.6,2218.23,3.026,1.895,1,0
5.0,2012,German Creek,3.0,3.0,949.02,79.95,2217.38,3.012,1.525,1,0
5.0,2011,Swin Burn tributary,3.03,4.29,845.42,68.25,2200.21,3.033,1.019,0,1
5.0,2011,Swin Burn tributary,3.28,3.7,928.74,78.15,2208.08,3.059,1.059,0,1
5.0,2011,Swin Burn tributary,3.05,4.38,909.22,75.8,2206.0,3.052,1.052,0,0
5.0,2011,Swin Burn tributary,3.05,4.38,909.22,75.8,2206.0,3.052,1.052,0,0
5.0,2011,Swin Burn tributary,3.11,4.55,951.28,81.52,2211.48,3.17,1.17,0,1
5.0,2011,Swin Burn tributary,3.11,4.55,951.28,81.52,2211.48,3.17,1.17,0,1
5.0,2011,Swin Burn tributary,3.0,4.28,882.89,72.64,2202.53,3.0,1.0,0,1
5.0,2012,German Creek,3.0,3.0,948.75,80.01,2217.13,3.011,1.544,1,1
5.0,2012,German Creek tributary,3.0,3.0,936.95,77.98,2218.1,3.0,2.0,0,0
5.0,2012,Near Undaunted Creek,3.0,3.77,929.99,72.54,2227.82,3.0,1.113,0,1
5.0,2012,Deep Stream,3.0,3.0,983.44,80.47,2230.56,3.0,1.412,1,1
5.0,2012,Near Undaunted Creek,3.0,3.77,929.99,72.54,2227.82,3.0,1.113,0,1
5.0,2012,Deep Stream tributary,3.0,3.24,950.26,76.49,2226.85,3.0,1.76,0,0
5.0,2012,Near Undaunted Creek,3.0,3.0,971.05,78.79,2229.51,3.0,1.304,0,1
5.0,2012,Deep Stream,3.0,3.02,967.23,76.9,2232.19,3.0,1.979,1,1
5.0,2012,Deep Stream,3.0,3.02,967.23,76.9,2232.19,3.0,1.979,0,1
5.0,2012,Little Kye Burn tributary,3.35,3.0,955.51,79.53,2221.81,3.073,1.171,1,0
5.0,2012,Deep Stream tributary,3.0,3.24,950.26,76.49,2226.85,3.0,1.76,1,1
5.0,2012,Little Kye Burn,3.07,2.86,975.39,80.51,2227.39,3.139,2.0,1,1
5.0,2012,Little Kye Burn tributary,3.0,3.0,969.39,80.65,2224.81,3.0,2.0,0,0
5.0,2012,Nobbler Stream,3.75,1.0,987.02,84.27,2223.4,3.175,1.26,1,0
5.0,2012,Kye Burn tributary,2.94,3.37,960.11,81.09,2218.32,2.98,1.379,1,0
5.0,2012,Kye Burn tributary,2.94,3.37,960.11,81.09,2218.32,2.98,1.379,1,0
5.0,2012,Kye Burn tributary,2.96,3.26,963.34,81.59,2218.93,2.987,1.623,0,0
5.0,2012,Kye Burn tributary,2.97,3.55,937.61,78.39,2215.29,2.976,1.27,1,0
5.0,2012,Kye Burn tributary,3.11,3.1,957.7,81.2,2217.89,3.118,1.508,0,0
5.0,2012,Nobbler Stream,3.75,1.0,987.02,84.27,2223.4,3.175,1.26,1,0
5.0,2012,Kye Burn tributary,3.0,4.0,932.86,80.28,2210.89,3.0,1.0,0,0
5.0,2012,Kye Burn tributary,3.0,4.0,876.96,73.33,2205.5,3.0,1.0,0,0
5.0,2012,Kye Burn tributary,3.0,3.66,929.81,79.32,2212.07,3.0,1.166,0,1
5.0,2012,Kye Burn tributary,3.0,3.66,929.81,79.32,2212.07,3.0,1.166,0,1
5.0,2012,Kye Burn tributary,3.0,4.0,914.33,78.66,2207.54,3.0,1.0,0,1
5.0,2012,Kye Burn tributary,3.0,4.0,804.66,64.74,2199.56,3.0,1.0,0,1
5.0,2012,Kye Burn tributary,3.0,4.0,893.57,76.26,2204.85,3.0,1.0,1,0
5.0,2012,Kye Burn tributary,2.97,2.19,981.73,83.69,2222.33,2.996,1.769,0,0
5.0,2012,Swin Burn tributary,3.05,4.38,909.22,75.8,2206.0,3.052,1.052,0,1
5.0,2012,Swin Burn tributary,3.28,3.7,928.74,78.15,2208.08,3.059,1.059,0,1
5.0,2012,Swin Burn tributary,3.05,4.38,909.22,75.8,2206.0,3.052,1.052,0,0
5.0,2012,Swin Burn tributary,3.05,4.38,909.22,75.8,2206.0,3.052,1.052,0,0
5.0,2012,Swin Burn tributary,3.11,4.55,951.28,81.52,2211.48,3.17,1.17,0,1
5.0,2012,Swin Burn tributary,3.11,4.55,951.28,81.52,2211.48,3.17,1.17,0,1
5.0,2012,Swin Burn tributary,3.0,4.28,882.89,72.64,2202.53,3.0,1.0,0,1
2.0,2012,Timber Creek,3.0,4.0,868.23,73.63,2201.4,3.0,1.0,1,0
2.0,2012,Timber Creek tributary,3.0,4.0,892.74,76.46,2204.43,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,892.74,76.46,2204.43,3.0,1.0,0,0
2.0,2012,Timber Creek tributary,3.0,4.0,892.74,76.46,2204.43,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,813.03,66.02,2199.83,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,813.03,66.02,2199.83,3.0,1.0,1,0
2.0,2012,Timber Creek tributary,3.0,4.0,813.03,66.02,2199.83,3.0,1.0,0,0
2.0,2012,Timber Creek tributary,3.0,4.0,855.12,71.6,2201.56,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,855.12,71.6,2201.56,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,835.2,68.94,2201.32,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,835.2,68.94,2201.32,3.0,1.0,0,1
2.0,2012,Timber Creek tributary,3.0,4.0,826.91,68.15,2199.71,3.0,1.0,0,1
12.0,2011,Swin Burn tributary,3.0,4.28,882.89,72.64,2202.53,3.0,1.0,1,1
12.0,2011,Swin Burn tributary,3.18,4.27,966.67,83.53,2213.69,3.044,1.044,0,0
12.0,2011,Swin Burn tributary,3.31,4.19,961.39,82.73,2212.91,3.405,1.314,1,0
12.0,2011,Swin Burn tributary,3.0,4.0,924.73,78.62,2205.79,3.0,1.0,0,1
12.0,2011,Swin Burn tributary,3.0,4.0,835.83,68.21,2195.5,3.0,1.0,1,0
12.0,2011,Swin Burn tributary,3.0,4.0,924.73,78.62,2205.79,3.0,1.0,0,1
12.0,2011,Swin Burn tributary,3.17,4.62,947.42,81.23,2210.75,3.052,1.227,1,0
12.0,2011,Swin Burn tributary,3.0,4.04,915.38,77.45,2204.5,3.0,1.206,0,0
12.0,2011,Swin Burn tributary,3.0,4.55,926.48,78.58,2206.41,3.0,1.104,1,0
12.0,2011,Swin Burn tributary,3.0,4.04,915.38,77.45,2204.5,3.0,1.206,1,0
12.0,2011,Swin Burn tributary,3.22,4.1,981.42,85.05,2216.92,3.236,1.162,1,0
12.0,2011,Swin Burn tributary,3.0,4.28,882.89,72.64,2202.53,3.0,1.0,1,0
12.0,2011,Swin Burn tributary,3.0,4.06,783.24,61.25,2193.66,3.0,1.0,0,0
12.0,2011,Swin Burn,3.08,4.01,918.55,78.33,2204.0,3.0,1.0,1,1
12.0,2011,Swin Burn,3.0,4.0,866.42,71.99,2198.34,3.0,1.0,1,0
12.0,2011,Swin Burn,3.41,3.28,933.97,80.14,2206.73,3.023,1.023,0,0
12.0,2011,Swin Burn,3.63,2.71,974.92,84.36,2215.77,3.579,1.564,0,1
12.0,2011,Swin Burn,3.65,3.82,984.19,85.07,2218.41,3.334,1.232,1,0
12.0,2011,Shag River,3.27,2.48,929.03,80.81,2202.43,3.006,1.018,0,2
10.0,2012,Boundary Creek,3.0,1.0,917.62,97.27,2163.21,3.0,2.0,1,0
10.0,2012,Boundary Creek,3.0,1.25,927.69,98.74,2165.0,3.0,2.0,1,0
10.0,2012,Boundary Creek,3.0,1.12,918.52,97.01,2165.0,2.876,1.876,0,0
10.0,2012,Boundary Creek,3.0,1.12,918.52,97.01,2165.0,2.876,1.876,1,0
10.0,2012,Boundary Creek,3.0,1.12,918.52,97.01,2165.0,2.876,1.876,0,1
10.0,2012,Tuapeka Creek,3.0,1.31,928.28,98.63,2165.47,3.0,2.0,0,0
10.0,2012,Tuapeka Creek,3.0,1.31,928.28,98.63,2165.47,3.0,2.0,0,1
10.0,2012,Wetherson Creek,3.0,1.12,922.81,97.77,2164.78,3.0,2.0,0,0
10.0,2012,Tuapeka Creek tributary,3.0,1.04,923.57,98.09,2164.39,3.0,2.0,1,0
10.0,2012,German Stream,3.0,1.17,890.75,93.68,2159.73,3.0,2.0,0,0
10.0,2012,Manuka Stream,3.0,1.83,867.49,94.48,2149.09,3.0,2.0,1,0
7.0,2012,Karoro Creek,3.0,3.9,770.2,97.19,2103.55,3.0,1.09,4,1
7.0,2012,Karoro Creek,3.0,4.0,777.31,98.06,2104.43,3.0,1.136,1,1
7.0,2012,Karoro Creek,3.0,3.9,770.2,97.19,2103.55,3.0,1.09,2,1
3.0,2012,Minaret Burn tributary,3.0,4.0,716.88,52.59,2237.91,3.0,2.0,0,0
3.0,2012,Minaret Burn tributary,3.0,4.0,631.11,47.37,2224.83,3.0,2.0,0,0
3.0,2012,Minaret Burn,3.0,3.71,990.93,80.7,2271.44,3.0,2.0,1,0
3.0,2012,Bells Creek,3.0,4.0,792.23,57.91,2246.92,3.0,2.0,0,0
3.0,2012,Estuary Burn,3.0,4.0,708.57,60.49,2225.31,3.0,2.0,0,0
3.0,2012,Estuary Burn,3.0,3.93,838.0,71.81,2241.42,3.0,2.0,0,0
3.0,2012,Estuary Burn,3.0,2.29,888.0,77.0,2251.0,3.0,2.0,0,0
3.0,2012,Rough Burn,3.0,4.0,680.15,54.64,2228.27,3.0,2.0,0,0
3.0,2012,Bay Burn,3.0,4.0,754.87,61.46,2236.07,3.0,2.0,0,0
3.0,2012,Estuary Burn,3.0,4.0,979.85,83.83,2266.47,3.0,2.0,1,0
4.0,2012,Clutha River,2.58,1.72,856.83,101.14,2128.27,2.269,1.637,1,1
4.0,2012,Clutha River,2.63,1.77,851.47,101.04,2124.32,2.268,1.527,1,1
4.0,2012,Clutha River,2.63,1.77,851.47,101.04,2124.32,2.268,1.527,2,0
4.0,2012,Clutha River,2.58,1.72,856.83,101.14,2128.27,2.269,1.637,1,1
4.0,2012,Clutha River tributary,0.0,0.0,862.23,101.0,2129.94,2.984,1.989,3,1
4.0,2012,Clutha River,2.58,1.72,856.83,101.14,2128.27,2.269,1.637,1,1
4.0,2012,Clutha River,2.08,2.16,904.06,102.0,2151.0,2.837,1.748,1,0
1.0,2012,Clutha River,1.84,1.23,878.0,101.0,2140.0,2.799,1.682,1,2
1.0,2012,Clutha River,1.84,1.23,878.0,101.0,2140.0,2.799,1.682,4,3
2.0,2012,Clutha River,2.08,2.16,904.06,102.0,2151.0,2.837,1.748,2,1
2.0,2012,Clutha River,2.08,2.16,904.06,102.0,2151.0,2.837,1.748,2,1
2.0,2012,Clutha River,2.73,3.64,952.83,101.62,2167.78,2.829,1.818,1,0
2.0,2012,Clutha River,2.73,3.64,952.83,101.62,2167.78,2.829,1.818,1,2
2.0,2012,Clutha River,2.96,2.07,972.75,103.78,2179.12,2.824,1.882,2,0
2.0,2012,Clutha River,2.96,2.07,972.75,103.78,2179.12,2.824,1.882,2,1
2.0,2012,Clutha River,3.0,3.0,1052.0,106.0,0.0,2.835,1.888,0,1
7.0,2012,Kakaho Creek,3.0,1.0,986.11,104.74,2172.0,3.0,2.0,2,0
7.0,2012,Kakaho Creek,3.0,1.0,986.11,104.74,2172.0,3.0,2.0,1,0
7.0,2012,Kakaho Creek,3.0,1.0,986.11,104.74,2172.0,3.0,2.0,1,0
7.0,2012,Kakaho Creek,3.0,1.0,986.11,104.74,2172.0,3.0,2.0,0,0
5.0,2010,Wainui Creek tributary,3.0,4.0,1135.29,87.36,2305.0,3.0,2.0,1,1
5.0,2010,Wainui Creek tributary,3.0,4.0,1135.29,87.36,2305.0,3.0,2.0,1,1
5.0,2010,Wainui Creek tributary,3.0,4.0,1123.83,85.52,2302.32,3.0,2.0,3,1
5.0,2010,Wainui Creek tributary,3.0,4.0,1135.29,87.36,2305.0,3.0,2.0,1,1
5.0,2010,Wainui Creek,3.0,4.0,1096.48,81.22,2298.06,3.0,2.0,0,0
5.0,2010,Wainui Creek,3.0,4.0,1096.48,81.22,2298.06,3.0,2.0,0,0
5.0,2010,Wainui Creek,3.0,4.0,1096.48,81.22,2298.06,3.0,2.0,1,0
4.0,2010,Kye Burn tributary,3.0,3.82,916.35,76.4,2211.71,3.0,1.113,1,0
4.0,2010,Kye Burn tributary,3.0,3.82,916.35,76.4,2211.71,3.0,1.113,1,1
4.0,2010,Kye Burn tributary,3.0,3.82,916.35,76.4,2211.71,3.0,1.113,0,1
12.0,2011,Swin Burn tributary,3.18,4.27,966.67,83.53,2213.69,3.044,1.044,0,0
12.0,2011,Swin Burn,3.63,2.71,974.92,84.36,2215.77,3.579,1.564,1,0
12.0,2011,Swin Burn tributary,3.23,4.77,951.23,81.44,2210.82,3.125,1.212,1,0
12.0,2011,Swin Burn tributary,3.0,4.04,915.38,77.45,2204.5,3.0,1.206,0,0
12.0,2011,Swin Burn tributary,3.17,4.62,947.42,81.23,2210.75,3.052,1.227,1,0
12.0,2011,Swin Burn tributary,3.0,4.55,926.48,78.58,2206.41,3.0,1.104,1,0
12.0,2011,Swin Burn tributary,3.0,4.0,924.73,78.62,2205.79,3.0,1.0,0,1
12.0,2011,Swin Burn tributary,3.0,4.0,924.73,78.62,2205.79,3.0,1.0,0,1
12.0,2011,Swin Burn tributary,3.0,4.04,915.38,77.45,2204.5,3.0,1.206,1,0
12.0,2011,Swin Burn,3.41,3.28,933.97,80.14,2206.73,3.023,1.023,1,1
12.0,2011,Swin Burn,3.0,4.0,899.45,76.06,2201.62,3.0,1.0,1,0
12.0,2011,Swin Burn tributary,3.0,4.0,835.83,68.21,2195.5,3.0,1.0,1,0
12.0,2011,Shag River,3.27,2.48,929.03,80.81,2202.43,3.006,1.018,0,2
12.0,2011,Swin Burn,3.0,4.0,866.42,71.99,2198.34,3.0,1.0,1,0
1.0,2011,Gorge Creek,3.0,4.0,1036.07,87.49,2248.37,3.0,2.0,1,0
1.0,2011,Obelisk Creek,3.0,4.0,1059.44,91.06,2255.68,3.0,2.0,1,1
1.0,2011,Obelisk Creek,3.0,4.0,1059.44,91.06,2255.68,3.0,2.0,1,1
1.0,2011,Unnamed waterrace Hut Creek,3.0,4.0,1033.17,85.79,2250.09,3.0,2.0,0,0
1.0,2011,Hut Creek,3.0,4.0,931.02,70.16,2237.0,3.0,2.0,0,0
1.0,2011,Gorge Creek tributary,3.0,4.0,909.17,67.56,2233.12,3.0,2.0,0,0
1.0,2011,Gorge Creek,3.0,4.0,880.02,64.03,2229.31,3.0,2.0,0,0
1.0,2011,Hut Creek,3.0,4.0,1005.27,81.67,2244.39,3.0,2.0,0,0
1.0,2011,Gorge Creek,3.0,4.0,1011.86,82.9,2244.39,3.0,2.0,1,0
7.0,2011,Rock Creek tributary,3.0,2.68,941.96,86.5,2195.87,3.0,2.0,0,1
7.0,2011,Rock Creek,3.0,2.0,984.33,93.72,2199.55,3.0,2.0,0,1
7.0,2011,Rock Creek tributary,3.0,2.0,986.98,94.29,2199.69,3.0,2.0,0,1
7.0,2011,Kye Burn,3.0,3.69,927.65,77.45,2213.51,3.0,1.298,0,0
7.0,2011,Kye Burn tributary,3.0,3.69,927.65,77.45,2213.51,3.0,1.298,1,0
7.0,2011,Sheepwash Creek,3.0,2.0,923.6,83.92,2189.5,3.0,2.0,0,0
7.0,2011,Deadbullock Creek tributary,3.0,3.06,982.38,94.46,2195.67,3.0,2.0,0,0
7.0,2011,Rock Creek tributary,3.0,2.9,924.86,83.45,2194.69,3.0,2.0,0,1
12.0,2010,Ahuriri River tributary,3.32,3.03,1162.1,94.25,2299.73,3.366,1.39,1,0
12.0,2011,Thomsons Creek tributary,3.0,3.47,1142.05,92.45,2301.42,3.0,1.173,0,0
12.0,2011,Scotts Creek tributary,3.0,4.0,853.05,50.79,2275.26,3.0,2.0,0,0
12.0,2011,Thomsons Creek,3.0,4.0,734.58,36.5,2263.22,3.0,2.0,0,0
12.0,2011,Rise and Shine Creek tributary,3.0,4.0,976.31,64.5,2287.95,3.0,2.0,0,1
12.0,2011,Thomsons Creek tributary,3.0,4.0,881.46,52.88,2277.85,3.0,2.0,0,0
12.0,2011,Thomsons Creek,3.0,4.0,988.86,66.3,2289.45,3.0,2.0,0,1
12.0,2011,Thomsons Creek,3.0,4.0,988.86,66.3,2289.45,3.0,2.0,0,1
12.0,2011,Thomsons Creek,3.0,4.0,1012.46,70.1,2291.12,3.0,2.0,0,1
12.0,2011,Thomsons Creek,3.0,4.0,1012.46,70.1,2291.12,3.0,2.0,0,1
12.0,2011,Thomsons Creek tributary,3.0,4.0,1008.21,69.2,2291.13,3.0,2.0,0,0
12.0,2011,Violets Creek,3.0,4.0,956.15,62.96,2284.93,3.0,2.0,0,1
1.0,2012,Broad Stream,3.0,4.0,811.82,74.39,2164.85,3.0,2.0,0,0
1.0,2012,Broad Stream tributary,3.0,4.0,802.17,73.22,2164.54,3.0,2.0,0,0
1.0,2012,Broad Stream,3.0,4.0,811.82,74.39,2164.85,3.0,2.0,0,0
1.0,2012,Broad Stream,3.0,4.0,811.82,74.39,2164.85,3.0,2.0,0,0
1.0,2012,Beaumont River tributary,3.0,4.0,803.95,73.03,2168.5,3.0,2.0,0,0
1.0,2012,Broad Stream,3.0,4.0,794.8,71.81,2164.33,3.0,2.0,0,0
1.0,2012,Broad Stream,3.0,4.0,786.66,70.59,2164.37,3.0,2.0,0,0
1.0,2012,Broad Stream tributary,3.0,4.0,794.8,71.81,2164.33,3.0,2.0,0,0
1.0,2012,Broad Stream tributary,3.0,4.0,785.02,70.74,2163.46,3.0,2.0,0,0
1.0,2012,Broad Stream tributary,3.0,4.0,785.03,70.6,2163.88,3.0,2.0,0,0
1.0,2012,Broad Stream tributary,3.0,4.0,785.03,70.6,2163.88,3.0,2.0,0,0
1.0,2012,Broad Stream,3.0,4.0,842.59,78.42,2166.67,3.0,2.0,0,1
4.0,2012,Clutha River,2.63,1.77,851.47,101.04,2124.32,2.268,1.527,2,0
1.0,2011,Dip Creek,3.0,4.0,970.5,62.52,2280.37,3.0,2.0,1,1
1.0,2011,Dip Creek tributary,3.0,4.0,894.62,53.33,2271.3,3.0,1.945,1,1
1.0,2011,Dip Creek,3.0,4.0,1022.5,69.58,2288.06,3.0,2.0,1,1
1.0,2011,Dip Creek tributary,3.0,4.0,951.76,60.21,2277.99,3.0,2.0,0,0
1.0,2011,Dip Creek tributary,3.0,4.0,951.76,60.21,2277.99,3.0,2.0,0,1
1.0,2011,Dip Creek tributary,3.0,4.0,930.3,57.96,2276.03,3.0,2.0,0,0
1.0,2011,Dip Creek tributary,3.0,4.0,960.78,61.44,2279.12,3.0,2.0,1,0
1.0,2011,Dip Creek tributary,3.0,4.0,960.78,61.44,2279.12,3.0,2.0,0,1
1.0,2012,Clutha River,3.0,1.66,876.75,100.63,2140.04,2.8,1.682,5,1
1.0,2012,Clutha River,3.0,1.66,876.75,100.63,2140.04,2.8,1.682,0,1
1.0,2012,Clutha River,2.3,1.53,900.17,102.0,2150.36,2.833,1.746,1,1
1.0,2012,Clutha River,2.08,2.16,904.06,102.0,2151.0,2.837,1.748,1,1
1.0,2012,Clutha River,2.73,3.64,952.83,101.62,2167.78,2.829,1.818,1,0
1.0,2012,Clutha River,2.73,3.64,952.83,101.62,2167.78,2.829,1.818,1,2
1.0,2012,Clutha River,2.96,2.07,972.75,103.78,2179.12,2.824,1.882,1,1
1.0,2012,Clutha River,2.96,2.07,972.75,103.78,2179.12,2.824,1.882,2,1
1.0,2012,Clutha River,2.89,3.39,1048.16,104.3,2227.5,2.839,1.891,0,1
5.0,2012,Cluden Stream tributary,3.0,4.0,1002.04,68.37,2283.22,3.0,2.0,1,0
5.0,2012,Cluden Stream tributary,3.0,4.0,1002.04,68.37,2283.22,3.0,2.0,1,0
5.0,2012,Cluden Stream tributary,3.0,4.0,1002.04,68.37,2283.22,3.0,2.0,0,1
5.0,2012,Cluden Stream tributary,3.0,4.0,1002.04,68.37,2283.22,3.0,2.0,0,1
5.0,2012,Cluden Stream,3.0,4.0,1029.59,71.87,2286.55,3.0,2.0,0,1
5.0,2012,Cluden Stream,3.0,4.0,1036.71,72.66,2287.33,3.0,2.0,0,0
5.0,2012,Cluden Stream tributary,3.0,4.0,982.08,66.18,2280.76,3.0,2.0,0,0
5.0,2012,Cluden Stream tributary,3.0,4.0,982.08,66.18,2280.76,3.0,2.0,0,1
5.0,2012,Cluden Stream tributary,3.0,4.0,988.51,66.59,2282.04,3.0,2.0,0,1
5.0,2012,Cluden Stream tributary,3.0,4.0,988.51,66.59,2282.04,3.0,2.0,1,0
5.0,2012,Cluden Stream,3.0,4.0,1007.14,69.21,2284.5,3.0,2.0,0,1
5.0,2012,Cluden Stream,3.0,4.0,1007.14,69.21,2284.5,3.0,2.0,0,1
5.0,2012,Cluden Stream,3.0,4.0,963.29,63.36,2280.02,3.0,2.0,0,1
5.0,2012,Big Spur Creek,3.0,4.0,1151.02,90.28,2300.09,3.0,2.0,1,1
5.0,2012,Big Spur Creek,3.0,4.0,1151.02,90.28,2300.09,3.0,2.0,0,1
5.0,2012,Cluden Stream tributary,3.0,4.0,988.51,66.59,2282.04,3.0,2.0,0,1
5.0,2012,Cluden Stream,3.0,4.0,1153.23,90.68,2301.6,3.0,2.0,1,1
5.0,2012,Cluden Stream,3.0,4.0,1140.08,88.0,2299.22,3.0,2.0,1,0
5.0,2012,Cluden Stream tributary,3.0,4.0,1140.08,88.0,2299.22,3.0,2.0,0,1
5.0,2012,Cluden Stream,3.0,4.0,1131.92,87.2,2297.3,3.0,2.0,0,1
5.0,2012,Cluden Stream tributary,3.0,4.0,1166.32,92.73,2302.5,3.0,2.0,0,1
5.0,2012,Cluden Stream tributary,3.0,4.0,1131.48,86.94,2297.44,3.0,2.0,0,1
5.0,2012,Cluden Stream,3.0,4.0,1150.72,90.32,2299.96,3.0,2.0,0,1
8.0,2013,Tahakopa River,1.97,1.38,781.89,100.0,2099.0,3.226,1.41,3,0
8.0,2013,Tahakopa River,1.97,1.38,781.89,100.0,2099.0,3.226,1.41,0,1
8.0,2013,Tahakopa River,1.97,1.38,781.89,100.0,2099.0,3.226,1.41,0,1
8.0,2013,Lindis River tributary,3.0,3.69,1143.01,91.28,2293.54,3.0,2.0,0,1
8.0,2013,Lindis River tributary,3.0,3.69,1143.01,91.28,2293.54,3.0,2.0,1,0
8.0,2013,Lindis River tributary,3.0,3.69,1143.01,91.28,2293.54,3.0,2.0,0,1
8.0,2013,Lindis River tributary,3.0,3.69,1143.01,91.28,2293.54,3.0,2.0,0,0
8.0,2013,Lindis River tributary,3.0,3.69,1143.01,91.28,2293.54,3.0,2.0,0,1
8.0,2013,Lindis River tributary,3.0,4.0,1128.82,88.96,2291.6,3.0,2.0,1,1
